标题,短视频链接,f3bc7f5cffcbab3cc43c26ec2ad98e9ascss,点赞数,时长,发布者主页链接,发布者账号,发布时间
糖尿病患者体重越来越轻是怎么回事？需要调整用药吗？要怎么处理#减重手术 #健康 #糖尿病,https://www.douyin.com/video/7005091463767936286,,1159,00:40,https://www.douyin.com/user/MS4wLjABAAAAMTXOGc102peTFUZ9SH7jDbWDAtvCjNjEW0sQOAp2VfowJkIFVx4dqvBKpJHxy-i_,张能维医生,3月前
身体出现这些症状，有可能是糖尿病严重的信号，最好别错过了！,https://www.douyin.com/video/6867472817445719308,,89,02:11,https://www.douyin.com/user/MS4wLjABAAAAhWVdFY_-kUUEAYcjrqT9v1bF050qHelQjL0XpcxOc1o,有来科普,2年前
为什么预防糖尿病，需要学会控制体重，适当#减肥 ？,https://www.douyin.com/video/6847425457458138382,合集,298,00:37,https://www.douyin.com/user/MS4wLjABAAAAPWs7Zx6DipYU6k_KUPe8P6FdgKadH7dFlXC3Y_lUG58,蓝莓医生周文胜,1年前
得了#糖尿病 的人 眼睛也需要留意一下 可能就是它引起的 #中医科普 #眼科  @抖音小助手 ,https://www.douyin.com/video/7006623899593035044,,31,00:43,https://www.douyin.com/user/MS4wLjABAAAAg42EjkSaaiR5QMwnYgtNdrWmvsXreLgY5ueCLO8px1U,眼科王赞春主任,2月前
 #糖尿病 总是满头汗 当心神经病变,https://www.douyin.com/video/6979532668409007367,,7912,00:35,https://www.douyin.com/user/MS4wLjABAAAAHlcaf1uBZjM0O-Kk-qm5cc_myObLst_VC5raotIdUfiulUIZew2o3R_ElOcbhte5,肾病科安海燕医生,5月前
糖尿病最会和你“捉迷藏”，提前了解它的症状，第一时间抓到它,https://www.douyin.com/video/6967274026716744972,,1,01:48,https://www.douyin.com/user/MS4wLjABAAAAau0ZwINgBOBhiQkH2-b9NnKtRU3xTpDRAfPBWMunVHk,尚医健康,1年前
#健康真相官 糖尿病出现浮肿是怎么回事？@健康中国 @科学辟谣 @抖音小助手,https://www.douyin.com/video/6895657312200019213,合集,34,00:55,https://www.douyin.com/user/MS4wLjABAAAAO1jP0FHpShpQClEPWbx15W7U7A54yaosdedtD6-LPMAVq7n26XszY2xjk6hBi6NF,减重手术专家李良辉,1年前
腿部不明原因出现皮肤感染，一查就是糖尿病了！#糖尿病 #减重手术,https://www.douyin.com/video/7001012987930627341,,2425,00:30,https://www.douyin.com/user/MS4wLjABAAAAWQD4QrP__13V0bq9C0WqS279DEMPtocBxrFGrptb8mWkAwpiHOdtR8zELxrugPM3,医学减重专家刘雁军,3月前
饮食结构不合理可能会导致低血糖。#糖尿病 #健康科普 #低血糖 ,https://www.douyin.com/video/6990273995983637801,合集,1628,00:49,https://www.douyin.com/user/MS4wLjABAAAABI0zAr-bk_SNYAzsyj5-Ogss4WnIEHvdibaahx9a1Eo,鲁平大夫,4月前
可怕，#糖尿病 并发症都有这些，还有随意性！#血糖 值低也要注意控制！#医学科普 #健康科普,https://www.douyin.com/video/6881093820998552843,,497,00:48,https://www.douyin.com/user/MS4wLjABAAAApmCxkrR5RwkgmHbjyqkoYV53AfS8WhzWCsE0ssBz1Wg,连博士说内分泌,1年前
糖友吃西瓜引起#酮症酸中毒这是一个急性#糖尿病并发症 李大夫建议糖友们及时到#医院 检查#诊断治疗 #涨知识 ,https://www.douyin.com/video/6993238157978291487,,833,01:16,https://www.douyin.com/user/MS4wLjABAAAAD8ijiQF8j3-UjJ8Q9-JoathXsmBhQeDC6BI93cExEB-QouOv_s_mrIzI_KESYbEy,内科李大夫,4月前
#李焱主任 谁是糖尿病的高危人群#糖尿病 #糖尿病前期 #医学科普 ,https://www.douyin.com/video/7009120061155822855,合集,1318,00:52,https://www.douyin.com/user/MS4wLjABAAAAttnuwgJBI0Kp1-EgbmgDICqIz3etuQ3t7yxqmIFcYXLyQfNTZ0hOzIz4k0Yv0zkD,李焱主任,2月前
#糖尿病人用药不对会有什么影响，【李大夫周三1月13号晚7:30抖音直播】,https://www.douyin.com/video/6916816347116686599,,869,00:40,https://www.douyin.com/user/MS4wLjABAAAAD8ijiQF8j3-UjJ8Q9-JoathXsmBhQeDC6BI93cExEB-QouOv_s_mrIzI_KESYbEy,内科李大夫,10月前
阿姨因鞋子磨破脚，诱发糖尿病足！糖尿病人群平时保护好双脚不受外伤尤为重要，同时血糖要控制在合理范围之内！#健康 #糖尿病 #糖尿病足 ,https://www.douyin.com/video/7013191160051109134,,44,00:55,https://www.douyin.com/user/MS4wLjABAAAAKrS6jYdczE2BcEVWn4BTNqipGSdXUkrUACtGFmsHH7c,王江宁医生,2月前
心痛！33岁孕妈两次#胎停，竟都跟#血糖有关！各位小可爱，#备孕一定要重视血糖、#胰岛素问题！#因数健康,https://www.douyin.com/video/6898246629829266702,,3603,00:54,https://www.douyin.com/user/MS4wLjABAAAAJ98xu14ZcZIP05u-D4FlkmVEsxURU8wkdWAxXvxI2HY,优生宝宝李媛说,1年前
血糖控制不错，尿里泡沫多，究竟为什么？,https://www.douyin.com/video/6945203014240046349,,69,02:36,https://www.douyin.com/user/MS4wLjABAAAAJOzdDV4Jox4eX7HgE7WmRO6ZH0wuWY4rLsc0L4tiNh-2USqgM6xsye3Jg8mS8txq,李梅医生说糖尿病,8月前
糖友们#糖尿病 经常乏力怎么办？#抖音小助手 #暑期知识大作战,https://www.douyin.com/video/6865979695326842127,合集,2922,00:33,https://www.douyin.com/user/MS4wLjABAAAAB_AOSNvr-Kqv1CI5voPzjorpLGHScaNO4eVECLDootc,内分泌科孙医生,1年前
糖n病逐渐年轻化 控糖从自我做起  要“管住嘴 迈开腿“,https://www.douyin.com/video/6783110262569454859,,1313,01:00,https://www.douyin.com/user/MS4wLjABAAAAD8ijiQF8j3-UjJ8Q9-JoathXsmBhQeDC6BI93cExEB-QouOv_s_mrIzI_KESYbEy,内科李大夫,1年前
饭后#血糖高 怎么办？,https://www.douyin.com/video/6943895010404207906,,1737,00:29,https://www.douyin.com/user/MS4wLjABAAAAfcltBJ0ynVNSG5CHK4lO4dnPKVoJr4Pda3VV2oB8zmto0Cikh3uiISwygCfKU45v,内分泌科田医生,8月前
糖尿病人不一定都有三多一少#糖尿病,https://www.douyin.com/video/6894179201998540047,,28,00:39,https://www.douyin.com/user/MS4wLjABAAAAzP8oQDUP81V-itbdRRaQdaO4UBLP1bgPr4qvm9SMQPw,宝中医,1年前
这几种常用药可能引起血糖升高，不得不注意！#糖尿病 @DOU+小助手,https://www.douyin.com/video/7016612251532545312,,4601,01:07,https://www.douyin.com/user/MS4wLjABAAAAIh4PYQ_S9jTg-G8nImuO45jgN9OPP13ESSaeADxrNMvHoIdKDc6LF3XA3P0zie72,晓光说药,2月前
#小儿糖尿病   小心！孩子出现这样的症状可能是得了糖尿病酮症酸中毒 #11月14日联合国糖尿病日,https://www.douyin.com/video/6894814511488863488,,60,01:00,https://www.douyin.com/user/MS4wLjABAAAAunC8zWL1HTsCrizFaBaS5CyNppar7t-tkO2Dino7id8,盛京医院,1年前
出现低血糖症状原因很多，像高胰岛素血症，肝功异常，酗酒以及糖尿病患者和胰岛调节功能受损的糖尿病前期患者等等，经常出现应就医诊断。,https://www.douyin.com/video/7030341993960197384,,3016,00:23,https://www.douyin.com/user/MS4wLjABAAAA9RVMAniSbxko7MNl5n9UYjAOefJAaHoaz_mKTcuxHu4,北方健康,3周前
戒烟会引起糖尿病吗？真相是……  #戒烟   #科学戒烟  #健康真相官,https://www.douyin.com/video/6920997128194067720,,2284,01:09,https://www.douyin.com/user/MS4wLjABAAAAoSxHz7HhhQhEQEu3NOycuz6vfG44y0YR2ZBTxx0QT7nStEJgLri2cFFndnmjTb_F,听我说血糖,10月前
糖尿病患者要注意了，皮肤瘙痒很可能是高血糖惹的祸！#糖尿病 #血糖仪 ,https://www.douyin.com/video/7005849679527300364,,2799,01:59,https://www.douyin.com/user/MS4wLjABAAAAyItKwjoffMT55PB78m1RB2wtJHhjF4b0KGbNwGM42_8,皮肤科周星医生,3月前
#糖尿病 患者，控制血糖是重中之重#健康 ,https://www.douyin.com/video/7006482280923401508,,2521,00:38,https://www.douyin.com/user/MS4wLjABAAAAHlcaf1uBZjM0O-Kk-qm5cc_myObLst_VC5raotIdUfiulUIZew2o3R_ElOcbhte5,肾病科安海燕医生,3月前
注意糖尿病足的筛查#糖尿病足 #糖尿病,https://www.douyin.com/video/6943886802726030623,,2685,00:42,https://www.douyin.com/user/MS4wLjABAAAAI-fjD_svt0whoX9ZZ5A3feLrJjnc8iHznPI-T0gT27hPUFFIs4hBHs3dwfbZ53Pi,陆志强讲内分泌,8月前
确诊糖尿病了一定要第一时间做这项检查！#健康 #科普 #知识创作人 #糖尿病,https://www.douyin.com/video/6891593356145724680,,274,00:34,https://www.douyin.com/user/MS4wLjABAAAAhLBt7i6yxmTC2vJwd8Er78gtomzIAFrhKIYynlTW25w,内分泌科付留俊,1年前
想不得并发症，只控制血糖还不够 #糖尿病 #糖尿病并发症,https://www.douyin.com/video/6972361912243834149,合集,4831,00:39,https://www.douyin.com/user/MS4wLjABAAAAXfHO1My4IccC9NutDj7_7W5GFjSqWHKlKk5Ju_MgPGI9p3PSQIu0FLtLLR4T8f0S,邹大进医生,5月前
糖尿病：当糖友出现酮症酸中毒，为什么必须得打胰岛素？,https://www.douyin.com/video/6967273969044966664,,7,01:32,https://www.douyin.com/user/MS4wLjABAAAAau0ZwINgBOBhiQkH2-b9NnKtRU3xTpDRAfPBWMunVHk,尚医健康,1年前
检查发现血脂高了，找看看是不是这几个原因！#高血脂#体检,https://www.douyin.com/video/6983945507068448031,,698,00:51,https://www.douyin.com/user/MS4wLjABAAAAiCLlJaIyM0wiU4c4mLD2Yx6d5DmAM1z_cOTQ6aogpMatzupUQTqtn12PCNZISvu3,群聊卒中,4月前
符合这四个条件，糖尿病更容易缓解#糖尿病缓解 #糖尿病 ,https://www.douyin.com/video/7020605150804970765,,1725,01:08,https://www.douyin.com/user/MS4wLjABAAAAXfHO1My4IccC9NutDj7_7W5GFjSqWHKlKk5Ju_MgPGI9p3PSQIu0FLtLLR4T8f0S,邹大进医生,1月前
比别人更耐热，这不是好事#低温烫伤 #糖尿病,https://www.douyin.com/video/6969744049674800414,合集,962,00:27,https://www.douyin.com/user/MS4wLjABAAAAXfHO1My4IccC9NutDj7_7W5GFjSqWHKlKk5Ju_MgPGI9p3PSQIu0FLtLLR4T8f0S,邹大进医生,6月前
突然消瘦要小心#糖尿病 #高血糖 #王世东   ,https://www.douyin.com/video/7026145195095887118,,7813,00:04,https://www.douyin.com/user/MS4wLjABAAAAqAXbegB8g_ZuDLDHNGekdVWH_MkpgRBcXFYex4N64ZbLXX19r_6_jPmx3bLP7Kzq,王世东主任,1月前
糖尿病患者手术后嘴里面感觉苦，是什么原因#减重手术 #糖尿病 #健康 #肥胖,https://www.douyin.com/video/7017689776891481380,,251,00:39,https://www.douyin.com/user/MS4wLjABAAAAMTXOGc102peTFUZ9SH7jDbWDAtvCjNjEW0sQOAp2VfowJkIFVx4dqvBKpJHxy-i_,张能维医生,2月前
糖尿病截肢、肾衰，问题出在哪里？#我是抖音vlogge #清风计划 #防灾减灾进行时 @南方健康 @头条健康,https://www.douyin.com/video/6689746372293397763,,1893,00:53,https://www.douyin.com/user/MS4wLjABAAAAyUYSI-jS6EXKebiIDJb10RITQ7iK_hHGnBy6gJaSxHg,李青大夫,2年前
糖尿病患者日常监测血糖到底有多重要#血糖仪 #糖尿病 ,https://www.douyin.com/video/7005464906686385444,,593,02:02,https://www.douyin.com/user/MS4wLjABAAAAzScEV2WSoqYxEQluYrfxm-mJn3XppAKiTDuZlZ9LRdk,消化科邹欣,3月前
我为啥在抖音说血糖？ #听我说血糖  #全民健康计划  @河豚健康,https://www.douyin.com/video/6849741960815611149,合集,4984,01:14,https://www.douyin.com/user/MS4wLjABAAAAoSxHz7HhhQhEQEu3NOycuz6vfG44y0YR2ZBTxx0QT7nStEJgLri2cFFndnmjTb_F,听我说血糖,1年前
#知识能量站 糖尿病人离婚前后#世界卫生日,https://www.douyin.com/video/6947606887802113283,,1660,00:52,https://www.douyin.com/user/MS4wLjABAAAAyUYSI-jS6EXKebiIDJb10RITQ7iK_hHGnBy6gJaSxHg,李青大夫,8月前
糖尿病出现蛋白尿就是糖尿病肾病吗？,https://www.douyin.com/video/6960206458864536845,,565,00:50,https://www.douyin.com/user/MS4wLjABAAAAl3sdSNEmmmodDdrzPxRbuxcjcKQb-oUI9RPC-gY1p7Wd3HWXdRLJz8mEF8eopAzZ,肾内科杨彦芳,7月前
,,,163,00:40,https://www.douyin.com/user/MS4wLjABAAAADqaZsC3d37-yO7tIvzUsXrqwsh1o22I-arp5RuE82o6vj7K2-ErJHalq3o6RIazI,巨野县北城医院,1年前
甜味食品不是不能吃，关键在于量！#健康 #医学科普  #糖尿病,https://www.douyin.com/video/6941610670123273502,,4531,00:27,https://www.douyin.com/user/MS4wLjABAAAA4DfUlyz3X6P2ZroLtHp-qydaJBhEUpqU1UGaD5WncjA,老年病专家刘超,8月前
#糖尿病 患者腿凉手麻，怀疑是下肢神经病变！#健康科普 ,https://www.douyin.com/video/7008835881956019493,合集,6319,00:40,https://www.douyin.com/user/MS4wLjABAAAAjG5iqlHrg-6ttwiYjOUUSoBKG6UlCjoLi4ZY8s0t4XK5V4Z4WxBNmajqFH7KLkQh,内分泌专家李爱国,2月前
TNB的并发症@震洋健康 @中医陈其华医生 #健康科普 #涨知识 ,https://www.douyin.com/video/7009916496373632263,,651,00:54,https://www.douyin.com/user/MS4wLjABAAAAIWrqtjZIcosga2_-czt6XAHsNoFIfbgxdDow_IxhNeHK3kqMP9Bp8JFj0OQ8gk8g,袁光雄医生,2月前
糖尿病并发症——糖尿病肾病#糖尿病并发症 #糖尿病肾病 #健康,https://www.douyin.com/video/6859640198876187904,,33,01:00,https://www.douyin.com/user/MS4wLjABAAAANG4I9xeLyXZgn6jiC_73ziJzx-7uacydSlw8EZTEl4M,四平市中心人民医院,1年前
尿糖高就一定是糖尿病吗？#清风计划 #dou是开学知识点 #糖尿病 @南方健康 @头条健康,https://www.douyin.com/video/6731355031058107651,,1761,00:59,https://www.douyin.com/user/MS4wLjABAAAAyUYSI-jS6EXKebiIDJb10RITQ7iK_hHGnBy6gJaSxHg,李青大夫,2年前
糖尿病容易被忽视的九大细节#糖尿病 #肾病 #王世东 ,https://www.douyin.com/video/7038461213516320031,,7273,00:05,https://www.douyin.com/user/MS4wLjABAAAAqAXbegB8g_ZuDLDHNGekdVWH_MkpgRBcXFYex4N64ZbLXX19r_6_jPmx3bLP7Kzq,王世东主任,4天前
为啥糖尿病患者都比较瘦，原因都在这儿#健康科普 #糖尿病,https://www.douyin.com/video/6916824964788161800,合集,1153,00:24,https://www.douyin.com/user/MS4wLjABAAAA4DfUlyz3X6P2ZroLtHp-qydaJBhEUpqU1UGaD5WncjA,老年病专家刘超,10月前
肾脏受损的原因有哪些？#糖尿病 #肾脏 ,https://www.douyin.com/video/6989899830235565344,,596,00:57,https://www.douyin.com/user/MS4wLjABAAAAVS5OBFKG6xgtEu5IoUHBYNz5zt6yM1qwPa56m1gb2qg,孙苏欣讲糖,4月前
什么是糖尿病视网膜？最全的解释在这里，糖友们要注意了,https://www.douyin.com/video/6967282059198860552,,3,01:37,https://www.douyin.com/user/MS4wLjABAAAAau0ZwINgBOBhiQkH2-b9NnKtRU3xTpDRAfPBWMunVHk,尚医健康,2年前
糖尿病引起的视网膜病变，有人没事，有人却失明，原因全在这里！,https://www.douyin.com/video/6757612298807807240,,424,01:30,https://www.douyin.com/user/MS4wLjABAAAAKn4iRJ0xVNiEwPO-x49nGj6yULJahkzG7cQFRNGnbKk,眼科董教授,2年前
做好这五点，糖尿病人远离并发症#医学科普 #糖尿病 #健康 @DOU+小助手,https://www.douyin.com/video/7021132217157979431,,2984,01:14,https://www.douyin.com/user/MS4wLjABAAAAyUYSI-jS6EXKebiIDJb10RITQ7iK_hHGnBy6gJaSxHg,李青大夫,1月前
糖尿病视网膜病变是什么,https://www.douyin.com/video/6967278523249741069,,3,01:37,https://www.douyin.com/user/MS4wLjABAAAAau0ZwINgBOBhiQkH2-b9NnKtRU3xTpDRAfPBWMunVHk,尚医健康,2年前
糖尿病老是满头汗？不只是天气热 #糖尿病 #糖尿病科普,https://www.douyin.com/video/6965777472210226462,合集,1.4w,00:26,https://www.douyin.com/user/MS4wLjABAAAAXfHO1My4IccC9NutDj7_7W5GFjSqWHKlKk5Ju_MgPGI9p3PSQIu0FLtLLR4T8f0S,邹大进医生,6月前
糖尿病患者出现这几大症状 可能出现肾损伤#医学科普 #健康科普 ,https://www.douyin.com/video/6997969372757232932,,160,01:07,https://www.douyin.com/user/MS4wLjABAAAAwW8_e-SwD9RavYaFrJCsBm5qInK0uT1CqnCiFHpDwR7p4P2Mt0WlPN52_TGrEJiz,黄雯,3月前
糖尿病患者的免疫系统更虚弱！更容易诱发尿路感染！#糖尿病 #降血糖 #高血糖,https://www.douyin.com/video/6896021609686109448,合集,315,00:16,https://www.douyin.com/user/MS4wLjABAAAAvkODZxbpLmTL5Tb5lhOW3rGqaqlU0U3oDEj9f5dCtTafIfBQRTq0tMkqcoTKrQlA,心动力姚医生,1年前
糖尿病人出现肢体麻木和无力，要警惕急性脑梗塞和周围神经病变 #糖尿病  #糖尿病并发症  #医学科普,https://www.douyin.com/video/6897149628207172872,合集,2784,00:41,https://www.douyin.com/user/MS4wLjABAAAAD8ijiQF8j3-UjJ8Q9-JoathXsmBhQeDC6BI93cExEB-QouOv_s_mrIzI_KESYbEy,内科李大夫,1年前
#李焱主任 中风也是糖尿病吗#糖友自我管理 #医学科普 #高血糖 ,https://www.douyin.com/video/7026921106384653576,合集,914,00:32,https://www.douyin.com/user/MS4wLjABAAAAttnuwgJBI0Kp1-EgbmgDICqIz3etuQ3t7yxqmIFcYXLyQfNTZ0hOzIz4k0Yv0zkD,李焱主任,1月前
很多人认为糖尿B不可怕，不妨来看看它的并发症#科普,https://www.douyin.com/video/6905287250397924622,,9,00:32,https://www.douyin.com/user/MS4wLjABAAAAC2fxsHmPodgHQdqz-309UaGSCzFwAR7SKzxyGYyHUEXRaOetGIxm9jx4wDDCvP1z,仁心超人王医生,11月前
#医学科普 神经病变型糖尿病足，当你的足部碰到或者踩到坚硬的物体时，你会毫无感觉，但发现溃烂时，发现的晚就已经形成糖尿病足#糖尿病足 ,https://www.douyin.com/video/7007705630538485006,,36,01:00,https://www.douyin.com/user/MS4wLjABAAAAKrS6jYdczE2BcEVWn4BTNqipGSdXUkrUACtGFmsHH7c,王江宁医生,2月前
#糖尿病 人，半夜身体麻木，一定要注意这些问题#糖尿病科普 #控糖,https://www.douyin.com/video/6947170405765418276,,1462,00:25,https://www.douyin.com/user/MS4wLjABAAAAD8ijiQF8j3-UjJ8Q9-JoathXsmBhQeDC6BI93cExEB-QouOv_s_mrIzI_KESYbEy,内科李大夫,8月前
经常肚子饿，不管怎么喝水都口渴，还频繁上厕所，你得要警惕#糖尿病 了！ #健康 #科普 #减肥,https://www.douyin.com/video/6916076016167423244,,60,00:21,https://www.douyin.com/user/MS4wLjABAAAAouN7YikKm1ugKs3TugNDyqNZmebUSC-CaR0D9JyuBkposXPR9qiWI5OSULIERuhf,暨南减重董志勇,11月前
#血糖总是忽高忽低 当心血管受不了#中医 #健康,https://www.douyin.com/video/7008724912655322404,,5117,00:44,https://www.douyin.com/user/MS4wLjABAAAAHlcaf1uBZjM0O-Kk-qm5cc_myObLst_VC5raotIdUfiulUIZew2o3R_ElOcbhte5,肾病科安海燕医生,2月前
糖尿病人恶心反胃想吐怎么回事 #了不起的医生 #健康江西科普先行,https://www.douyin.com/video/6861051494230150407,合集,28,00:59,https://www.douyin.com/user/MS4wLjABAAAA4GX9SdLa89LTwoNritMTmHOSWYoWsw6dvRNhx_ic4oA,江西省人民医院,1年前
这些生活小事也会悄悄升高你的血糖#糖尿病 #医学科普 #健康科普 ,https://www.douyin.com/video/7018444021416742157,,266,00:43,https://www.douyin.com/user/MS4wLjABAAAAVS5OBFKG6xgtEu5IoUHBYNz5zt6yM1qwPa56m1gb2qg,孙苏欣讲糖,1月前
糖尿病出现蛋白尿是糖尿病肾病吗？#这个视频有点料 #健康 #科普,https://www.douyin.com/video/6800963642910182664,,1289,01:07,https://www.douyin.com/user/MS4wLjABAAAAyUYSI-jS6EXKebiIDJb10RITQ7iK_hHGnBy6gJaSxHg,李青大夫,1年前
血糖正常了，怎么会出现尿酮体+？#这个视频有点料 #健康 #科普,https://www.douyin.com/video/6840811785403075853,,3526,01:19,https://www.douyin.com/user/MS4wLjABAAAAyUYSI-jS6EXKebiIDJb10RITQ7iK_hHGnBy6gJaSxHg,李青大夫,1年前
糖尿病只需控血糖？错！还有这六点#健康dou起来 #全面健康计划 #健康真相官 @认真健康 @辟屁谣,https://www.douyin.com/video/6997720572541013248,,9030,00:37,https://www.douyin.com/user/MS4wLjABAAAAcP1Y98d4VRhLz0RYDQhdHpUqIYpxXM9zS2Ls4A2D5tc,全科明兴,3月前
口臭怎么就成了糖尿病了？,https://www.douyin.com/video/6915280369231105287,,70,00:54,https://www.douyin.com/user/MS4wLjABAAAA062xLtYILS8e4yU1ZsATqW6KHo9dqQKV8i7bjvPxjSqi1DyT73OLAa3gAmLwUtAr,韩昕健医生,11月前
糖尿病的典型症状#糖尿病#知识创作人,https://www.douyin.com/video/6963593320811515174,,40,00:17,https://www.douyin.com/user/MS4wLjABAAAAzhlEHhZ2ANf0uuY0CBi94t1k6tuo3vtncz-lbyUwPSvuDSPy5onZUwS6b3g41Joo,药师刘征,6月前
#糖尿病 人头晕头疼，要注意并发症的问题,https://www.douyin.com/video/6921685318009720077,合集,1629,00:28,https://www.douyin.com/user/MS4wLjABAAAAD8ijiQF8j3-UjJ8Q9-JoathXsmBhQeDC6BI93cExEB-QouOv_s_mrIzI_KESYbEy,内科李大夫,10月前
#儿童感冒  会诱发 #一型糖尿病 吗 #糖尿病  #糖尿病科普,https://www.douyin.com/video/6886340127065492750,,403,00:39,https://www.douyin.com/user/MS4wLjABAAAAD8ijiQF8j3-UjJ8Q9-JoathXsmBhQeDC6BI93cExEB-QouOv_s_mrIzI_KESYbEy,内科李大夫,1年前
空腹血糖正常，餐后血糖怎么那么高#血糖 #,https://www.douyin.com/video/7012198354142760199,,1897,01:15,https://www.douyin.com/user/MS4wLjABAAAAhLBt7i6yxmTC2vJwd8Er78gtomzIAFrhKIYynlTW25w,内分泌科付留俊,2月前
#糖尿病足 痛而不觉才是危险所在！#糖尿病 #糖尿病并发症 #糖尿病科普 #健康,https://www.douyin.com/video/6979812791628680452,合集,386,00:51,https://www.douyin.com/user/MS4wLjABAAAAsbnxLOQ_NHGJOXRj2thO8LE_k8xWHHxRLLm9QpoCYEk,周围血管杨博华教授,5月前
出现尿糖 就是得了糖尿病吗？#医学科普,https://www.douyin.com/video/6818089538439728391,,52,00:49,https://www.douyin.com/user/MS4wLjABAAAAFT7Y5HMMYLtC613VsjZSLYW2WbwM2LLgrp_MlopwyJC2IViGJilEAgM4mAC7Y6rB,南京市第一医院,1年前
这几种糖尿病能治愈#糖尿病#糖尿病科普,https://www.douyin.com/video/6894167991584476431,合集,5955,00:27,https://www.douyin.com/user/MS4wLjABAAAAXfHO1My4IccC9NutDj7_7W5GFjSqWHKlKk5Ju_MgPGI9p3PSQIu0FLtLLR4T8f0S,邹大进医生,1年前
父母都有糖尿病应该如何预防呢？#健康科普 #健康 #医学科普 #预防 ,https://www.douyin.com/video/7039957306049563940,,63,00:54,https://www.douyin.com/user/MS4wLjABAAAAjqKdu7m0zWsmFWeH3OQk2K7G0zcRbjG4KhIV5DUUJP_8kKsRg1tHjA--8HaEhLps,李平医生,22小时前
一位糖尿病患者，平日血糖控制很不错，为什么突然升高了？关注我，关注健康！,https://www.douyin.com/video/6870069384841383183,,22,00:54,https://www.douyin.com/user/MS4wLjABAAAAsm8SNDUuUxceCNl7hRRj2kLg-a9VeDmGbYDQx83NZofXs_e-N4ij2VfXM-JXeSz8,内分泌医生成志锋,1年前
#糖尿病肾病,https://www.douyin.com/video/7006623323098451211,,2633,01:39,https://www.douyin.com/user/MS4wLjABAAAA2yhgpLCLibphdQ7TUBlfxZ0_tSbaa3dmBv2l4epGC72X-N_CNgYPCEYrSscQcCjZ,肾内林中军医生,2月前
#糖尿病 #健康 #科普 ,https://www.douyin.com/video/7014035122546560292,,6601,00:34,https://www.douyin.com/user/MS4wLjABAAAAjG5iqlHrg-6ttwiYjOUUSoBKG6UlCjoLi4ZY8s0t4XK5V4Z4WxBNmajqFH7KLkQh,内分泌专家李爱国,2月前
夜间腿疼有可能是糖尿病神经问题,https://www.douyin.com/video/6812811907746041101,,114,00:59,https://www.douyin.com/user/MS4wLjABAAAASPk6M6_52xJkfAhdUjNZ-O-cVsVO7fTma8C2txo2FhE,郑博士聊疼痛,1年前
引起#甘油三酯 高的因素，这些不良#习惯 你占几条？#糖尿病 @DOU+小助手,https://www.douyin.com/video/6940908134139530537,,396,00:50,https://www.douyin.com/user/MS4wLjABAAAA4Urwu3MyXnHudTE61rsipScMW3E4zzGrVjNxa6SDX_k,全科医生王勇,8月前
糖尿病能彻底治愈吗？#糖尿病##糖尿病科普 #糖尿病逆转,https://www.douyin.com/video/6861162302792682752,合集,3975,01:00,https://www.douyin.com/user/MS4wLjABAAAAXfHO1My4IccC9NutDj7_7W5GFjSqWHKlKk5Ju_MgPGI9p3PSQIu0FLtLLR4T8f0S,邹大进医生,1年前
#知识创作人,https://www.douyin.com/video/7005849437251652898,,40,00:34,https://www.douyin.com/user/MS4wLjABAAAAE6N2Ua7sC3oYFBtJWdnF0hLh5nXhoDGQcIhLCawqKaw-0bxdKrj5zWHkyytAOISu,内分泌科史双伟,3月前
2型糖尿病这样做有可能逆转#医学科普 #高血糖 #健康 #王世东 #糖尿病 ,https://www.douyin.com/video/6987944760652664071,,1516,01:07,https://www.douyin.com/user/MS4wLjABAAAAqAXbegB8g_ZuDLDHNGekdVWH_MkpgRBcXFYex4N64ZbLXX19r_6_jPmx3bLP7Kzq,王世东主任,4月前
糖尿病的误区有哪些？#健康 #血糖 ,https://www.douyin.com/video/7038476314411552030,,665,00:49,https://www.douyin.com/user/MS4wLjABAAAA062xLtYILS8e4yU1ZsATqW6KHo9dqQKV8i7bjvPxjSqi1DyT73OLAa3gAmLwUtAr,韩昕健医生,5天前
#糖尿病科普 #健康科普  #关爱家人健康 要时刻注意起来啦！ #抖音小助手,https://www.douyin.com/video/6935315196080639245,合集,4079,00:16,https://www.douyin.com/user/MS4wLjABAAAAv6VC_D2QLAKdrqS7JbB2DUjKPpAWh45upmWmDpwKB4o,沧州市人民医院,9月前
糖尿病并发症，三分之一发生在眼睛上：白内障、近视、重影......,https://www.douyin.com/video/6967274213019372838,,6,02:07,https://www.douyin.com/user/MS4wLjABAAAAau0ZwINgBOBhiQkH2-b9NnKtRU3xTpDRAfPBWMunVHk,尚医健康,1年前
空腹血糖高就是糖尿病吗？#健康 #高血糖 ,https://www.douyin.com/video/7024738860064083208,,551,00:41,https://www.douyin.com/user/MS4wLjABAAAA062xLtYILS8e4yU1ZsATqW6KHo9dqQKV8i7bjvPxjSqi1DyT73OLAa3gAmLwUtAr,韩昕健医生,1月前
糖尿病肾病早期有什么症状?#医学科普 #dou出新知 ,https://www.douyin.com/video/7008789795031846157,,32,00:54,https://www.douyin.com/user/MS4wLjABAAAAVgMWSmzQAKxHb3bu9Lsbah50wDA9ygnn2-aPfPezfQ4,肾病内分泌科曹钋主任,2月前
